title,word_count,character_count,bigrams,lemma,pos,tag,dep,label,context_score,trigger_words,category
Battle of Sultanabad,3,20,"[('Battle', 'of'), ('of', 'Sultanabad')]","['battle', 'of', 'Sultanabad']","['NOUN', 'ADP', 'PROPN']","['NN', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['', '', 'PERSON']","{'battle': 1.0, 'sultanabad': 0.008540730727941325}","['battle', 'sultanabad']",politics
1929 Grand National,3,19,"[('1929', 'Grand'), ('Grand', 'National')]","['1929', 'Grand', 'National']","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP']","['nummod', 'compound', 'ROOT']","['DATE', '', '']","{'grand': 0.9586343962775915, 'national': 1.0}","['grand', 'national']",international
Operation Una,2,13,"[('Operation', 'Una')]","['Operation', 'Una']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['', '']","{'operation': 1.0, 'una': 0.011685672724930436}","['operation', 'una']",international
1988 Bangladesh cyclone,3,23,"[('1988', 'Bangladesh'), ('Bangladesh', 'cyclone')]","['1988', 'Bangladesh', 'cyclone']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'bangladesh': 0.07359391098687436, 'cyclone': 1.0}","['bangladesh', 'cyclone']",environment
Hurricane Gloria,2,16,"[('Hurricane', 'Gloria')]","['Hurricane', 'Gloria']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'hurricane': 1.0, 'gloria': 0.009561107776258407}","['hurricane', 'gloria']",travel
Hatla massacre,2,14,"[('Hatla', 'massacre')]","['Hatla', 'massacre']","['PROPN', 'NOUN']","['NNP', 'NN']","['compound', 'ROOT']","['ORG', '']","{'hatla': 0.022857706336933035, 'massacre': 1.0}","['hatla', 'massacre']",crime
May 2015 Nepal earthquake,4,25,"[('May', '2015'), ('2015', 'Nepal'), ('Nepal', 'earthquake')]","['May', '2015', 'Nepal', 'earthquake']","['PROPN', 'NUM', 'PROPN', 'NOUN']","['NNP', 'CD', 'NNP', 'NN']","['nmod', 'nummod', 'compound', 'ROOT']","['DATE', 'DATE', 'GPE', '']","{'nepal': 0.08718726959419573, 'earthquake': 1.0}","['nepal', 'earthquake']",environment
Tropical Storm Earl (2004),4,26,"[('Tropical', 'Storm'), ('Storm', 'Earl'), ('Earl', '('), ('(', '2004'), ('2004', ')')]","['Tropical', 'Storm', 'Earl', '2004']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'appos']","['', '', '', 'DATE']","{'tropical': 0.912879616590522, 'storm': 1.0, 'earl': 0.018663178400076853}","['tropical', 'storm', 'earl']",environment
Wall Street bombing,3,19,"[('Wall', 'Street'), ('Street', 'bombing')]","['Wall', 'Street', 'bombing']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['', '', '']","{'wall': 0.06613786921751431, 'street': 0.1870634296089827, 'bombing': 1.0}","['wall', 'street', 'bombing']",crime
Kokoda Track campaign,3,21,"[('Kokoda', 'Track'), ('Track', 'campaign')]","['Kokoda', 'Track', 'campaign']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', '']","{'kokoda_track': 0.05505090287754923, 'campaign': 1.0}","['kokoda_track', 'campaign']",politics
Ashtabula River railroad disaster,4,33,"[('Ashtabula', 'River'), ('River', 'railroad'), ('railroad', 'disaster')]","['Ashtabula', 'River', 'railroad', 'disaster']","['PROPN', 'PROPN', 'NOUN', 'NOUN']","['NNP', 'NNP', 'NN', 'NN']","['compound', 'compound', 'compound', 'ROOT']","['LOC', 'LOC', '', '']","{'ashtabula_river_railroad': 0.18596241216462966, 'disaster': 1.0}","['ashtabula_river_railroad', 'disaster']",environment
1117 Verona earthquake,3,22,"[('1117', 'Verona'), ('Verona', 'earthquake')]","['1117', 'Verona', 'earthquake']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['CARDINAL', 'GPE', '']","{'verona': 0.030131559178332237, 'earthquake': 1.0}","['verona', 'earthquake']",environment
1966 Palomares B-52 crash,4,25,"[('1966', 'Palomares'), ('Palomares', 'B-52'), ('B-52', 'crash')]","['1966', 'Palomares', 'B-52', 'crash']","['NUM', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNPS', 'NNP', 'NN']","['nummod', 'nmod', 'nummod', 'ROOT']","['DATE', 'ORG', 'PRODUCT', '']","{'palomares': 0.0266721713092547, 'crash': 1.0}","['palomares', 'crash']",crime
Bloody Friday (1972),3,20,"[('Bloody', 'Friday'), ('Friday', '('), ('(', '1972'), ('1972', ')')]","['Bloody', 'Friday', '1972']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['', 'DATE', 'DATE']","{'bloody': 1.0, 'friday': 0.5634646999032322}","['bloody', 'friday']",crime
2011 Mastung bus shooting,4,25,"[('2011', 'Mastung'), ('Mastung', 'bus'), ('bus', 'shooting')]","['2011', 'Mastung', 'bus', 'shooting']","['NUM', 'PROPN', 'NOUN', 'NOUN']","['CD', 'NNP', 'NN', 'NN']","['nummod', 'compound', 'compound', 'ROOT']","['DATE', '', '', '']","{'mastung': 0.056933552392751774, 'bus': 0.5192815805023545, 'shooting': 1.0}","['mastung', 'bus', 'shooting']",crime
Tokyo subway sarin attack,4,25,"[('Tokyo', 'subway'), ('subway', 'sarin'), ('sarin', 'attack')]","['Tokyo', 'subway', 'sarin', 'attack']","['PROPN', 'NOUN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN', 'NN']","['compound', 'compound', 'compound', 'ROOT']","['GPE', '', '', '']","{'tokyo': 0.1073866247174645, 'subway': 0.029233772016190703, 'sarin': 0.029233772016190703, 'attack': 1.0}","['tokyo', 'subway', 'sarin', 'attack']",crime
April 2014 Ürümqi attack,4,24,"[('April', '2014'), ('2014', 'Ürümqi'), ('Ürümqi', 'attack')]","['April', '2014', 'Ürümqi', 'attack']","['PROPN', 'NUM', 'PROPN', 'NOUN']","['NNP', 'CD', 'NNP', 'NN']","['nmod', 'nummod', 'compound', 'ROOT']","['DATE', 'DATE', 'ORG', '']","{'april': 0.2760039176402256, 'ürümqi': 0.034366453705764737, 'attack': 1.0}","['april', 'ürümqi', 'attack']",crime
2013 Boston Marathon,3,20,"[('2013', 'Boston'), ('Boston', 'Marathon')]","['2013', 'Boston', 'Marathon']","['NUM', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP']","['nummod', 'compound', 'ROOT']","['DATE', 'EVENT', 'EVENT']","{'boston': 0.3762472391566131, 'marathon': 1.0}","['boston', 'marathon']",sports
American Airlines Flight 587,4,28,"[('American', 'Airlines'), ('Airlines', 'Flight'), ('Flight', '587')]","['American', 'Airlines', 'Flight', '587']","['PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'ROOT', 'nummod']","['ORG', 'ORG', 'PRODUCT', 'PRODUCT']","{'american_airlines': 0.34727015683300894, 'flight': 1.0}","['american_airlines', 'flight']",travel
2006 Madrid–Barajas Airport bombing,4,35,"[('2006', 'Madrid–Barajas'), ('Madrid–Barajas', 'Airport'), ('Airport', 'bombing')]","['2006', 'Madrid', '–', 'Barajas', 'Airport', 'bombing']","['NUM', 'PROPN', 'PUNCT', 'PROPN', 'PROPN', 'NOUN']","['CD', 'NNP', ':', 'NNP', 'NNP', 'NN']","['nummod', 'compound', 'punct', 'compound', 'compound', 'ROOT']","['DATE', 'GPE', '', 'FAC', 'FAC', '']","{'madrid': 0.06752233204640187, 'barajas': 0.019065088344984632, 'airport': 0.11203104148003143, 'bombing': 1.0}","['madrid', 'barajas', 'airport', 'bombing']",crime
September 11 attacks,3,20,"[('September', '11'), ('11', 'attacks')]","['September', '11', 'attack']","['PROPN', 'NUM', 'NOUN']","['NNP', 'CD', 'NNS']","['ROOT', 'nummod', 'appos']","['DATE', 'DATE', '']","{'september': 0.4004531641313796, 'attacks': 1.0}","['september', 'attacks']",crime
Christianization of Bulgaria,3,28,"[('Christianization', 'of'), ('of', 'Bulgaria')]","['christianization', 'of', 'Bulgaria']","['NOUN', 'ADP', 'PROPN']","['NN', 'IN', 'NNP']","['ROOT', 'prep', 'pobj']","['ORG', 'ORG', 'ORG']",{'christianization_bulgaria': 1.0},['christianization_bulgaria'],international
Irish Confederate Wars,3,22,"[('Irish', 'Confederate'), ('Confederate', 'Wars')]","['Irish', 'Confederate', 'Wars']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNPS']","['compound', 'compound', 'ROOT']","['NORP', '', '']","{'irish': 0.21159716679262594, 'confederate': 0.03634486806861484, 'wars': 1.0}","['irish', 'confederate', 'wars']",politics
Wonderland murders,2,18,"[('Wonderland', 'murders')]","['Wonderland', 'murder']","['PROPN', 'VERB']","['NNP', 'VBZ']","['nsubj', 'ROOT']","['', '']","{'wonderland': 0.15489370235076313, 'murders': 1.0}","['wonderland', 'murders']",crime
Arab Revolt,2,11,"[('Arab', 'Revolt')]","['Arab', 'Revolt']","['PROPN', 'PROPN']","['NNP', 'NNP']","['amod', 'ROOT']","['NORP', '']","{'arab': 0.6401628858378445, 'revolt': 1.0}","['arab', 'revolt']",politics
May Uprising in Dresden,4,23,"[('May', 'Uprising'), ('Uprising', 'in'), ('in', 'Dresden')]","['may', 'Uprising', 'in', 'Dresden']","['AUX', 'PROPN', 'ADP', 'PROPN']","['NNP', 'NNP', 'IN', 'NNP']","['aux', 'ROOT', 'prep', 'pobj']","['', '', '', 'GPE']","{'uprising': 1.0, 'dresden': 0.09195118455247434}","['uprising', 'dresden']",politics
Tesco bomb campaign,3,19,"[('Tesco', 'bomb'), ('bomb', 'campaign')]","['Tesco', 'bomb', 'campaign']","['PROPN', 'NOUN', 'NOUN']","['NNP', 'NN', 'NN']","['compound', 'compound', 'ROOT']","['ORG', '', '']","{'tesco_bomb': 0.060690912686132734, 'campaign': 1.0}","['tesco_bomb', 'campaign']",politics
Erdut killings,2,14,"[('Erdut', 'killings')]","['erdut', 'killing']","['ADJ', 'NOUN']","['JJ', 'NNS']","['amod', 'ROOT']","['GPE', '']","{'erdut': 0.13326913470271703, 'killings': 1.0}","['erdut', 'killings']",crime
Korićani Cliffs massacre,3,25,"[('Korićani', 'Cliffs'), ('Cliffs', 'massacre')]","['korićani', 'Cliffs', 'massacre']","['X', 'PROPN', 'NOUN']","['XX', 'NNPS', 'NN']","['ROOT', 'nsubj', 'ROOT']","['', '', '']","{'korićani': 0.0, 'cliffs': 0.032669167528249735, 'massacre': 1.0}","['korićani', 'cliffs', 'massacre']",crime
6th Congress of the Workers' Party of Korea,8,43,"[('6th', 'Congress'), ('Congress', 'of'), ('of', 'the'), ('the', 'Workers'), ('Workers', ""'""), (""'"", 'Party'), ('Party', 'of'), ('of', 'Korea')]","['6th', 'Congress', 'of', 'the', 'Workers', 'Party', 'of', 'Korea']","['ADJ', 'PROPN', 'ADP', 'DET', 'PROPN', 'PROPN', 'ADP', 'PROPN']","['JJ', 'NNP', 'IN', 'DT', 'NNPS', 'NNP', 'IN', 'NNP']","['amod', 'ROOT', 'prep', 'det', 'poss', 'pobj', 'prep', 'pobj']","['ORDINAL', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'congress': 0.1406774472025425, 'workers': 0.2963939694593171, 'party': 1.0, 'korea': 0.4493144955853423}","['congress', 'workers', 'party', 'korea']",politics
INPEX,1,5,[],['INPEX'],['NOUN'],['NNS'],['ROOT'],['GPE'],{'inpex': 1.0},['inpex'],business
2008 Canadian commercial seal hunt,5,34,"[('2008', 'Canadian'), ('Canadian', 'commercial'), ('commercial', 'seal'), ('seal', 'hunt')]","['2008', 'canadian', 'commercial', 'seal', 'hunt']","['NUM', 'ADJ', 'ADJ', 'NOUN', 'NOUN']","['CD', 'JJ', 'JJ', 'NN', 'NN']","['nummod', 'amod', 'amod', 'compound', 'ROOT']","['DATE', 'NORP', '', '', '']","{'canadian': 1.0, 'commercial': 0.3903965923909669, 'seal': 0.3903965923909669, 'hunt': 0.3903965923909669}","['canadian', 'commercial', 'seal', 'hunt']",international
On the Road Again Tour,5,22,"[('On', 'the'), ('the', 'Road'), ('Road', 'Again'), ('Again', 'Tour')]","['on', 'the', 'Road', 'Again', 'Tour']","['ADP', 'DET', 'PROPN', 'PROPN', 'PROPN']","['IN', 'DT', 'NNP', 'NNP', 'NNP']","['prep', 'det', 'pobj', 'compound', 'ROOT']","['', '', '', '', '']","{'road': 0.10410583918511426, 'tour': 1.0}","['road', 'tour']",travel
ArtRave_ The Artpop Ball,4,24,"[('ArtRave_', 'The'), ('The', 'Artpop'), ('Artpop', 'Ball')]","['ArtRave', 'the', 'Artpop', 'Ball']","['PROPN', 'DET', 'PROPN', 'PROPN']","['NNP', 'DT', 'NNP', 'NNP']","['ROOT', 'det', 'compound', 'ROOT']","['', '', '', '']","{'artrave': 0.24051717723125235, 'artpop': 0.14162373502436762, 'ball': 1.0}","['artrave', 'artpop', 'ball']",sports
Rebel Heart Tour,3,16,"[('Rebel', 'Heart'), ('Heart', 'Tour')]","['Rebel', 'Heart', 'Tour']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['', '', '']","{'rebel': 0.01001844561258203, 'heart': 0.019315729438462447, 'tour': 1.0}","['rebel', 'heart', 'tour']",travel
Progress Live,2,13,"[('Progress', 'Live')]","['progress', 'live']","['NOUN', 'ADV']","['NN', 'RB']","['ROOT', 'advmod']","['', '']","{'progress': 0.09068911025405335, 'live': 1.0}","['progress', 'live']",entertainment
2014 Indian Premier League,4,26,"[('2014', 'Indian'), ('Indian', 'Premier'), ('Premier', 'League')]","['2014', 'indian', 'Premier', 'League']","['NUM', 'ADJ', 'PROPN', 'PROPN']","['CD', 'JJ', 'NNP', 'NNP']","['nummod', 'amod', 'compound', 'ROOT']","['DATE', 'NORP', '', '']","{'indian': 0.5955210417730362, 'premier': 0.25896627261399713, 'league': 1.0}","['indian', 'premier', 'league']",sports
The Ultimate Tour (Steps),4,25,"[('The', 'Ultimate'), ('Ultimate', 'Tour'), ('Tour', '('), ('(', 'Steps'), ('Steps', ')')]","['the', 'Ultimate', 'Tour', 'Steps']","['DET', 'PROPN', 'PROPN', 'PROPN']","['DT', 'NNP', 'NNP', 'NNP']","['det', 'nmod', 'nmod', 'ROOT']","['ORG', 'ORG', 'ORG', 'ORG']","{'ultimate': 0.030928702756889644, 'tour': 1.0, 'steps': 0.018525779625074835}","['ultimate', 'tour', 'steps']",travel
2009 World Men's Handball Championship,5,38,"[('2009', 'World'), ('World', 'Men'), ('Men', ""'s""), (""'s"", 'Handball'), ('Handball', 'Championship')]","['2009', 'World', 'Men', ""'s"", 'Handball', 'Championship']","['NUM', 'PROPN', 'PROPN', 'PART', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'POS', 'NNP', 'NNP']","['nummod', 'compound', 'poss', 'case', 'compound', 'ROOT']","['DATE', 'ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'world': 1.0, 'men': 0.20143118745937127, 'handball': 0.06551596202161845, 'championship': 0.48134991783837283}","['world', 'men', 'handball', 'championship']",environment
I-Generation Superstars of Wrestling,4,36,"[('I-Generation', 'Superstars'), ('Superstars', 'of'), ('of', 'Wrestling')]","['I', 'Generation', 'Superstars', 'of', 'wrestling']","['PRON', 'PROPN', 'PROPN', 'ADP', 'NOUN']","['PRP', 'NNP', 'NNP', 'IN', 'NN']","['compound', 'compound', 'ROOT', 'prep', 'pobj']","['', '', '', '', '']","{'generation': 0.20613324819138706, 'superstars': 0.20613324819138706, 'wrestling': 1.0}","['generation', 'superstars', 'wrestling']",sports
Ogaden War,2,10,"[('Ogaden', 'War')]","['Ogaden', 'War']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'ogaden': 0.010838163324403986, 'war': 1.0}","['ogaden', 'war']",politics
Northern Iraq offensive (August 2014),5,37,"[('Northern', 'Iraq'), ('Iraq', 'offensive'), ('offensive', '('), ('(', 'August'), ('August', '2014'), ('2014', ')')]","['northern', 'Iraq', 'offensive', 'August', '2014']","['ADJ', 'PROPN', 'NOUN', 'PROPN', 'NUM']","['JJ', 'NNP', 'NN', 'NNP', 'CD']","['amod', 'compound', 'ROOT', 'npadvmod', 'nummod']","['LOC', 'LOC', '', 'DATE', 'DATE']","{'northern': 0.439751728511131, 'iraq': 0.36652548452203826, 'offensive': 1.0, 'august': 0.4372264684127523}","['northern', 'iraq', 'offensive', 'august']",international
American Revolutionary War,3,26,"[('American', 'Revolutionary'), ('Revolutionary', 'War')]","['American', 'Revolutionary', 'War']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['ORG', 'ORG', 'ORG']",{'american_revolutionary_war': 1.0},['american_revolutionary_war'],politics
1960 Texas tropical storm,4,25,"[('1960', 'Texas'), ('Texas', 'tropical'), ('tropical', 'storm')]","['1960', 'Texas', 'tropical', 'storm']","['NUM', 'PROPN', 'ADJ', 'NOUN']","['CD', 'NNP', 'JJ', 'NN']","['nummod', 'nmod', 'amod', 'ROOT']","['DATE', 'GPE', '', '']","{'texas': 0.1233760082969152, 'tropical': 0.912879616590522, 'storm': 1.0}","['texas', 'tropical', 'storm']",environment
Hurricane Frances,2,17,"[('Hurricane', 'Frances')]","['Hurricane', 'Frances']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']",{'hurricane_frances': 1.0},['hurricane_frances'],international
1970 Canada hurricane,3,21,"[('1970', 'Canada'), ('Canada', 'hurricane')]","['1970', 'Canada', 'hurricane']","['NUM', 'PROPN', 'NOUN']","['CD', 'NNP', 'NN']","['nummod', 'compound', 'ROOT']","['DATE', 'GPE', '']","{'canada': 0.05533794754474155, 'hurricane': 1.0}","['canada', 'hurricane']",travel
Mozambican War of Independence,4,30,"[('Mozambican', 'War'), ('War', 'of'), ('of', 'Independence')]","['Mozambican', 'War', 'of', 'independence']","['PROPN', 'PROPN', 'ADP', 'NOUN']","['NNP', 'NNP', 'IN', 'NN']","['compound', 'ROOT', 'prep', 'pobj']","['EVENT', 'EVENT', 'EVENT', 'EVENT']",{'mozambican_war_independence': 1.0},['mozambican_war_independence'],international
2012 Quebec student protests,4,28,"[('2012', 'Quebec'), ('Quebec', 'student'), ('student', 'protests')]","['2012', 'Quebec', 'student', 'protest']","['NUM', 'PROPN', 'NOUN', 'VERB']","['CD', 'NNP', 'NN', 'VBZ']","['nummod', 'compound', 'nsubj', 'ROOT']","['DATE', 'GPE', '', '']","{'quebec': 0.16863174181625196, 'student': 0.2227939630970945, 'protests': 1.0}","['quebec', 'student', 'protests']",politics
Falls of Cruachan derailment,4,28,"[('Falls', 'of'), ('of', 'Cruachan'), ('Cruachan', 'derailment')]","['Falls', 'of', 'Cruachan', 'derailment']","['PROPN', 'ADP', 'PROPN', 'NOUN']","['NNP', 'IN', 'NNP', 'NN']","['ROOT', 'prep', 'compound', 'pobj']","['', '', 'GPE', '']","{'falls': 0.42507978830641796, 'cruachan': 0.2029588110242922, 'derailment': 1.0}","['falls', 'cruachan', 'derailment']",health
Sydney Marathon,2,15,"[('Sydney', 'Marathon')]","['Sydney', 'Marathon']","['PROPN', 'PROPN']","['NNP', 'NNP']","['compound', 'ROOT']","['EVENT', 'EVENT']","{'sydney': 0.23862500945643034, 'marathon': 1.0}","['sydney', 'marathon']",sports
Jacobite rising of 1745,4,23,"[('Jacobite', 'rising'), ('rising', 'of'), ('of', '1745')]","['Jacobite', 'rise', 'of', '1745']","['PROPN', 'VERB', 'ADP', 'NUM']","['NNP', 'VBG', 'IN', 'CD']","['nsubj', 'ROOT', 'prep', 'pobj']","['', '', '', 'CARDINAL']","{'jacobite': 0.4459730007888917, 'rising': 1.0}","['jacobite', 'rising']",international
Typhoon Mamie (1985),3,20,"[('Typhoon', 'Mamie'), ('Mamie', '('), ('(', '1985'), ('1985', ')')]","['Typhoon', 'Mamie', '1985']","['PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'CD']","['compound', 'ROOT', 'appos']","['PERSON', 'PERSON', 'DATE']",{'typhoon_mamie': 1.0},['typhoon_mamie'],crime
2012–13 Iraqi protests,3,22,"[('2012–13', 'Iraqi'), ('Iraqi', 'protests')]","['2012–13', 'iraqi', 'protest']","['NUM', 'ADJ', 'NOUN']","['CD', 'JJ', 'NNS']","['nummod', 'amod', 'ROOT']","['CARDINAL', 'NORP', '']","{'iraqi': 0.19065934753551173, 'protests': 1.0}","['iraqi', 'protests']",politics
2012 UCI Road World Championships,5,33,"[('2012', 'UCI'), ('UCI', 'Road'), ('Road', 'World'), ('World', 'Championships')]","['2012', 'UCI', 'Road', 'World', 'Championships']","['NUM', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['CD', 'NNP', 'NNP', 'NNP', 'NNPS']","['nummod', 'compound', 'compound', 'compound', 'ROOT']","['DATE', '', '', 'EVENT', 'EVENT']","{'uci': 0.022985465039980935, 'road': 0.14074767587565773, 'world': 1.0, 'championships': 0.2812296639448327}","['uci', 'road', 'world', 'championships']",environment
Dreamchaser World Tour,3,22,"[('Dreamchaser', 'World'), ('World', 'Tour')]","['Dreamchaser', 'World', 'Tour']","['PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP']","['compound', 'compound', 'ROOT']","['EVENT', 'EVENT', 'EVENT']","{'dreamchaser_world': 0.3758588976182904, 'tour': 1.0}","['dreamchaser_world', 'tour']",travel
Battle of San Romano,4,20,"[('Battle', 'of'), ('of', 'San'), ('San', 'Romano')]","['battle', 'of', 'San', 'Romano']","['NOUN', 'ADP', 'PROPN', 'PROPN']","['NN', 'IN', 'NNP', 'NNP']","['ROOT', 'prep', 'compound', 'pobj']","['', '', '', '']","{'battle': 1.0, 'san_romano': 0.044647086935655965}","['battle', 'san_romano']",politics
Rhythm Nation World Tour 1990,5,29,"[('Rhythm', 'Nation'), ('Nation', 'World'), ('World', 'Tour'), ('Tour', '1990')]","['Rhythm', 'Nation', 'World', 'Tour', '1990']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'NUM']","['NNP', 'NNP', 'NNP', 'NNP', 'CD']","['compound', 'compound', 'compound', 'ROOT', 'nummod']","['', '', '', '', 'DATE']","{'rhythm': 0.018054670065577212, 'nation': 0.039741303968438474, 'world': 0.7396629360834748, 'tour': 1.0}","['rhythm', 'nation', 'world', 'tour']",environment
Kingisepp–Gdov Offensive,2,24,"[('Kingisepp–Gdov', 'Offensive')]","['Kingisepp', '–', 'Gdov', 'Offensive']","['PROPN', 'PUNCT', 'PROPN', 'PROPN']","['NNP', ':', 'NNP', 'NNP']","['nmod', 'punct', 'compound', 'ROOT']","['PERSON', '', '', '']","{'kingisepp': 0.04548396582848468, 'gdov': 0.04548396582848468, 'offensive': 1.0}","['kingisepp', 'gdov', 'offensive']",international
Western Front (World War I),5,27,"[('Western', 'Front'), ('Front', '('), ('(', 'World'), ('World', 'War'), ('War', 'I'), ('I', ')')]","['Western', 'Front', 'World', 'War', 'I']","['PROPN', 'PROPN', 'PROPN', 'PROPN', 'PROPN']","['NNP', 'NNP', 'NNP', 'NNP', 'NNP']","['compound', 'ROOT', 'compound', 'compound', 'appos']","['ORG', 'ORG', 'ORG', 'ORG', 'ORG']","{'western': 0.056351270931467606, 'world': 0.6016190571200373, 'war': 1.0}","['western', 'world', 'war']",politics
April 2015 Nepal earthquake,4,27,"[('April', '2015'), ('2015', 'Nepal'), ('Nepal', 'earthquake')]","['April', '2015', 'Nepal', 'earthquake']","['PROPN', 'NUM', 'PROPN', 'NOUN']","['NNP', 'CD', 'NNP', 'NN']","['nmod', 'nummod', 'compound', 'ROOT']","['DATE', 'DATE', 'GPE', '']","{'april': 0.24413856103779738, 'nepal': 0.08718726959419573, 'earthquake': 1.0}","['april', 'nepal', 'earthquake']",environment
Love Parade disaster,3,20,"[('Love', 'Parade'), ('Parade', 'disaster')]","['Love', 'Parade', 'disaster']","['PROPN', 'PROPN', 'NOUN']","['NNP', 'NNP', 'NN']","['compound', 'compound', 'ROOT']","['EVENT', 'EVENT', '']","{'love': 0.13992611615832784, 'parade': 0.14703869992703297, 'disaster': 1.0}","['love', 'parade', 'disaster']",environment
